SABOR;SABOR_GN;sug_token_set;sug_partial;sug_token_sort;sug_ratio
MALVAVISCOS;;('MALVAVISCO', 95);('MALVAVISCO', 100);('MALVAVISCO', 95);('MALVAVISCO', 95)
